IE4UFYCM, Full Time Employee, 1995-03-21,27, 2022-07-26, 2022-09-01, Career change,Voluntary, Male, Divorced, M6, SML,95351.34, Denmark, Aalborg, Sales & Marketing, DM1, Jewish, Danish, 
OSZA6QYK, Full Time Employee, 1979-09-19,43, 2021-08-16, , ,, Female, Married, M6, SML,95349.91, India, Bangalore, Engineering, IN2, Christianity, Indo-Aryan, 
5KGT91IN, Full Time Employee, 2004-07-06,18, 2023-02-11, , ,, Female, Separated, M1, JML,35448.43, India, Hyderabad, Production, IN4, Christianity, Indo-Aryan, 
QTXGOZN1, Full Time Employee, 1966-06-17,56, 1991-05-03, , ,, Male, Separated, M3, MML,53048.2, United States, Boston, Production, US5, Islam, African-American, 
00BPNJXW, Full Time Employee, 2000-01-24,23, 2019-04-18, , ,, Female, Separated, M1, JML,35449.88, China, Shanghai, Production, CN2, Buddhism, Han Chinese, 
VI1QHS0N, Full Time Employee, 1963-03-18,59, 1991-12-11, , ,, Male, Divorced, M2, JML,43200.27, Denmark, Aalborg, Production, DM1, Islam, Danish, 
JX6WOVZH, Full Time Employee, 2005-02-04,18, 2023-02-19, , ,, Male, Widowed, M3, MML,53051.81, China, Guangzhou, Production, CN1, Taoism, Han Chinese, 
NWDZ4GLD, Full Time Employee, 1975-08-19,47, 1994-06-16, , ,, Female, Separated, M1, JML,35454.4, India, Vizag, Production, IN1, Sikhism, Indo-Aryan, 
RTV34GIM, Full Time Employee, 1981-09-05,41, 2013-01-13, , ,, Male, Separated, M1, JML,35446.77, Netherlands, Rotterdam, Sales & Marketing, NL2, Jewish, EU(excluding Dutch), 
V0PRCR7M, Full Time Employee, 2004-07-07,18, 2022-10-02, , ,, Female, Married, M2, JML,43197.82, United Kingdom, London, Production, UK3, Hindu, White, 
9B85DL17, Full Time Employee, 1969-09-09,53, 1998-02-05, , ,, Female, Married, M4, MML,61549.25, Netherlands, Amsterdam, R&D, NL2, Islam, Dutch, 
9UY63YZH, Full Time Employee, 1966-05-14,56, 1985-04-22, , ,, Female, Widowed, M2, JML,43203.01, Belgium, Ghent, Production, BL2, Islam, Belgian, 
UTCVP2XG, Full Time Employee, 1983-12-18,39, 2006-04-06, , ,, Female, Divorced, N2, NML,32751.13, Netherlands, Eindhoven, Production, NL1, Jewish, Dutch, 
PAI4M6MU, Full Time Employee, 1984-11-12,38, 2010-02-04, , ,, Female, Married, M7, TML,106448.35, China, Beijing, Logistics, CN1, Islam, Han Chinese, 
F31KLPPR, Full Time Employee, 1975-07-23,47, 2007-06-14, , ,, Female, Divorced, M3, MML,53049.93, United Kingdom, London, Production, UK4, Jewish, White, 
W1TL61DB, Full Time Employee, 1967-11-21,55, 2000-02-27, , ,, Female, Married, M2, JML,43200.52, Belgium, Antwerp, Procurement, BL1, Islam, Moroccan, 
ODLJBSJ2, Temporary Employee, 1968-05-25,54, 2017-11-12, , ,, Male, Single, M1, JML,35450.84, United Kingdom, Portsmouth, Sales & Marketing, UK5, Christianity, Black British, 
5GBI9D9S, Full Time Employee, 1983-08-21,39, 2007-01-10, , ,, Male, Single, M4, MML,61549.3, United Kingdom, Jersey, Engineering, UK3, Islam, White, 
U10T6LR7, Full Time Employee, 1967-11-03,55, 2012-12-04, , ,, Male, Divorced, M2, JML,43199.48, United Kingdom, York, Production, UK1, Hindu, Black British, 
DIV5XVS0, Full Time Employee, 1969-08-01,53, 2010-02-26, , ,, Male, Divorced, M6, SML,95349.92, Italy, Naples, Production, IT2, Christianity, Italian, 
WSCCKIKS, Fixed Term Contractual Employee, 1988-09-25,34, 2020-09-22, , ,, Male, Separated, M7, TML,106449.12, United Kingdom, Warwick, Sales & Marketing, UK4, Christianity, White, 
CFUDRNBB, Fixed Term Contractual Employee, 1977-07-13,45, 1999-07-27, , ,, Female, Separated, M1, JML,35451.77, Denmark, Copenhagen, Engineering, DM3, Athiest, Danish, 
J2EXPPZ3, Full Time Employee, 1972-06-30,50, 1999-10-19, , ,, Male, Widowed, M2, JML,43201.86, Italy, Florence, Sales & Marketing, IT3, Islam, Italian, 
FLFLAOHK, Full Time Employee, 1989-11-29,33, 2019-08-29, , ,, Female, Married, M7, TML,106451.38, Indonesia, Jakarta, Engineering, IA1, Hinduism, Sundanese, 
TPBSLAJ0, Full Time Employee, 2004-06-03,18, 2022-09-10, , ,, Male, Single, M5, SML,76552.81, Denmark, Copenhagen, Customer Service, DM2, Jewish, Polish, 
YASDW4US, Full Time Employee, 1994-09-28,28, 2017-11-05, , ,, Male, Separated, N2, NML,32746.46, Denmark, Copenhagen, Customer Service, DM1, Jewish, Turkish, 
V1I3MF2L, Full Time Employee, 1994-02-18,29, 2020-12-05, , ,, Male, Widowed, M4, MML,61550.03, India, Hyderabad, Engineering, IN1, Jainism, Indo-Aryan, 
TFC9SDQZ, Full Time Employee, 1991-12-25,31, 2016-11-24, 2018-12-05, Personal Reasons,Voluntary, Male, Single, M1, JML,35447.88, Belgium, Antwerp, Production, BL3, Jewish, Belgian, 
EYZEK8MW, Full Time Employee, 1976-01-20,47, 2005-10-26, , ,, Female, Divorced, N2, NML,32749.46, Netherlands, Rotterdam, Sales & Marketing, NL3, Christianity, Dutch, 
P1UR0BCD, Full Time Employee, 1993-11-11,29, 2019-11-02, , ,, Female, Single, M2, JML,43196.55, Netherlands, Amsterdam, Engineering, NL4, Islam, Dutch, 
NKIDZLAN, Full Time Employee, 2002-06-01,20, 2020-08-05, 2022-06-04, Relocation,Voluntary, Female, Divorced, M3, MML,53045.3, Italy, Rome, Sales & Marketing, IT3, Jewish, Italian, 
BH4BCIPH, Full Time Employee, 1994-06-06,28, 2014-05-14, , ,, Female, Single, M4, MML,61550.73, Italy, Nice, Sales & Marketing, IT1, Christianity, Italian, 
EKCFXM6U, Full Time Employee, 1963-03-10,59, 1982-07-03, 2011-12-11, Medical issues,Voluntary, Female, Single, M2, JML,43198.75, Denmark, Copenhagen, Production, DM1, Athiest, Danish, 
5UZU2GJ2, Full Time Employee, 2000-10-26,22, 2021-08-31, , ,, Female, Married, M1, JML,35450.17, Belgium, Ghent, Logistics, BL1, Jewish, Moroccan, 
2LOC57QT, Full Time Employee, 1988-03-09,34, 2022-10-24, , ,, Female, Divorced, M4, MML,61551.09, Italy, Rome, Packing, IT3, Christianity, Italian, 
2F309HL8, Full Time Employee, 1968-09-28,54, 2004-01-04, , ,, Male, Separated, M4, MML,61551.39, Indonesia, Bandung, Production, IA1, Christianity, Malay, 
X29UB0D0, Full Time Employee, 1991-02-17,32, 2017-06-27, , ,, Male, Separated, M2, JML,43200.09, Italy, Rome, Production, IT3, Christianity, Italian, 
9LT0RHH5, Full Time Employee, 1991-02-05,32, 2018-01-14, , ,, Female, Separated, M1, JML,35452.02, Indonesia, Jakarta, Production, IA3, Hinduism, Sundanese, 
369TN5QI, Full Time Employee, 1963-08-05,59, 2021-08-18, , ,, Male, Separated, M1, JML,35449.84, United States, Phoenix, Engineering, US6, Islam, African-American, 
ZZSKBN9N, Full Time Employee, 2004-12-08,18, 2023-01-21, , ,, Male, Widowed, M1, JML,35446.55, Italy, Rome, Sales & Marketing, IT2, Athiest, Italian, 
BOXKFF9B, Full Time Employee, 1972-08-29,50, 2015-09-19, 2022-11-03, Return to school,Voluntary, Male, Divorced, M1, JML,35449.14, China, Beijing, Engineering, CN1, Taoism, Han Chinese, 
LZG1Q8TX, Full Time Employee, 1989-05-15,33, 2016-09-10, , ,, Male, Divorced, M7, TML,106450.5, United Kingdom, Warwick, Production, UK4, Christianity, White, 
S1VWNE5L, Full Time Employee, 1999-03-15,23, 2019-12-24, , ,, Female, Divorced, M1, JML,35449.29, India, Bangalore, Production, IN4, Hinduism, Indo-Aryan, 
NSRAP46C, Full Time Employee, 1994-09-06,28, 2021-05-19, , ,, Third gender, Single, M5, SML,76546.92, China, Chongqing, Logistics, CN5, Buddhism, Han Chinese, 
XSOYH8HA, Full Time Employee, 1965-04-23,57, 1989-03-30, , ,, Female, Single, M2, JML,43200.18, Belgium, Brussels, R&D, BL3, Christianity, Belgian, 
707WHORZ, Full Time Employee, 1991-08-16,31, 2019-09-30, , ,, Female, Married, M1, JML,35453.35, United Kingdom, London, Procurement, UK2, Christianity, White, 
O2XN5MB1, Full Time Employee, 1974-01-16,49, 1998-06-01, , ,, Male, Widowed, M1, JML,35453.22, Belgium, Ghent, Engineering, BL1, Jewish, Belgian, 
CHR9XT8R, Temporary Employee, 1989-04-11,33, 2008-10-20, , ,, Female, Widowed, N2, NML,32755.45, United Kingdom, Warwick, Production, UK1, Christianity, White, 
RVYCJ1W7, Full Time Employee, 1966-09-14,56, 1985-12-17, , ,, Male, Separated, N2, NML,32749.94, Denmark, Copenhagen, Packing, DM2, Jewish, Danish, 
I1TV9CUO, Full Time Employee, 2000-11-19,22, 2020-04-05, , ,, Male, Widowed, M3, MML,53049.85, China, Guangzhou, Production, CN4, Christianity, Han Chinese, 
0TO9MQ05, Full Time Employee, 1982-05-21,40, 2005-05-23, , ,, Male, Married, M6, SML,95351.78, United States, New York, Production, US2, Islam, White, 
T4XJ5HJY, Casual Employee, 1971-01-07,52, 2006-02-23, , ,, Male, Married, M1, JML,35453.29, Netherlands, Amsterdam, Production, NL4, Christianity, Dutch, 
XK24B6Z1, Full Time Employee, 1971-12-22,51, 2006-03-22, , ,, Male, Single, EC, TML,128097.71, Italy, Nice, Engineering, IT1, Athiest, Slovene-Italian, 
FC9GQBE1, Full Time Employee, 1962-11-28,60, 1982-01-28, , ,, Female, Separated, M2, JML,43199.16, Netherlands, Eindhoven, Production, NL3, Athiest, Dutch, 
XW5JIDKV, Full Time Employee, 1989-06-26,33, 2012-07-11, , ,, Male, Married, M3, MML,53052.9, Indonesia, Surabaya, Stores, IA3, Christianity, Javanese, 
8Q3PX307, Full Time Employee, 1989-12-15,33, 2022-06-02, , ,, Male, Married, M1, JML,35449.41, Italy, Rome, HR, IT3, Islam, Italian, 
GIJ8UT96, Full Time Employee, 1983-11-08,39, 2002-12-27, , ,, Male, Married, M4, MML,61547.77, Netherlands, Rotterdam, Production, NL4, Islam, Dutch, 
CMOH8PN5, Full Time Employee, 1978-05-21,44, 2014-10-17, , ,, Male, Divorced, M1, JML,35450.93, United Kingdom, York, HR, UK2, Christianity, White, 
AEGCHWQ4, Full Time Employee, 1972-01-09,51, 2023-02-14, , ,, Female, Single, M6, SML,95349.72, Italy, Florence, Procurement, IT2, Athiest, Italian, 
HHBMQSGW, Full Time Employee, 1970-03-15,52, 2002-01-25, , ,, Female, Separated, M3, MML,53051.77, Italy, Nice, Engineering, IT3, Islam, Italian, 
NC2KIV3F, Full Time Employee, 1978-01-17,45, 2020-03-20, 2020-07-08, Relocation,Voluntary, Female, Widowed, M2, JML,43197.32, India, Vizag, Engineering, IN2, Sikhism, Indo-Aryan, 
7YM47W1U, Full Time Employee, 1971-08-11,51, 2005-01-05, , ,, Male, Widowed, M1, JML,35447.46, Belgium, Ghent, Production, BL1, Jewish, Belgian, 
KOVYDMSA, Full Time Employee, 1971-09-22,51, 2006-12-21, , ,, Female, Widowed, M3, MML,53051.46, Netherlands, Rotterdam, Sales & Marketing, NL3, Islam, Dutch, 
JG12KYXI, Full Time Employee, 1978-04-09,44, 2002-03-11, , ,, Female, Widowed, M1, JML,35452.61, Italy, Florence, Engineering, IT3, Jewish, Italian, 
VV9WO1GL, Full Time Employee, 1963-08-01,59, 2020-04-12, 2021-09-02, Personal Reasons,Voluntary, Male, Widowed, M2, JML,43201.41, Belgium, Ghent, Customer Service, BL1, Islam, Belgian, 
UG9ZLD0J, Full Time Employee, 1982-08-31,40, 2020-12-04, , ,, Male, Single, M5, SML,76550.54, Denmark, Copenhagen, Engineering, DM3, Athiest, Danish, 
C4OXHOWO, Full Time Employee, 1977-12-26,45, 2006-07-08, , ,, Male, Married, N2, NML,32751.76, Netherlands, Eindhoven, Production, NL2, Athiest, Dutch, 
V8JZ101D, Full Time Employee, 1982-07-16,40, 2020-03-02, , ,, Male, Widowed, M5, SML,76550.91, Italy, Nice, Production, IT3, Athiest, Italian, 
M7UWYFMM, Full Time Employee, 1981-12-19,41, 2006-01-11, , ,, Female, Separated, M1, JML,35449.28, Denmark, Aalborg, Production, DM1, Christianity, Danish, 
ADFZWKQR, Full Time Employee, 1995-05-12,27, 2017-12-02, , ,, Male, Married, M1, JML,35450.86, China, Chongqing, Production, CN2, Buddhism, Han Chinese, Mongol
786J16KT, Full Time Employee, 2005-01-13,18, 2023-02-13, , ,, Male, Widowed, M1, JML,35451.85, United Kingdom, London, Engineering, UK5, Christianity, White, 
